Localização,Inventário,Denominação do Imobilizado,Item Consumível Similar,Percentagem de Similaridade (%),Data Incorporação,Justificativa de Reprova
1.06 VILA LEOPOLDINA,648040,MESA P/SOLDA ELETRICA C/ARMARIO DC 1121,MESA P/SOLDA C/ARMÁRIO DC-1121 CINZA,70.7%,1998-12-31 00:00:00,RECLASSIFICAR: Alta similaridade (70.7%) com consumível 'MESA P/SOLDA C/ARMÁRIO DC-1121 CINZA...'. Forte indicação de má classificação.
1.06 VILA LEOPOLDINA,648041,MESA P/SOLDA ELETRICA C/ARMARIO DC 1121,MESA P/SOLDA C/ARMÁRIO DC-1121 CINZA,70.7%,1998-12-31 00:00:00,RECLASSIFICAR: Alta similaridade (70.7%) com consumível 'MESA P/SOLDA C/ARMÁRIO DC-1121 CINZA...'. Forte indicação de má classificação.
1.06 VILA LEOPOLDINA,648043,MESA P/SOLDA ELETRICA C/ARMARIO DC 1121,MESA P/SOLDA C/ARMÁRIO DC-1121 CINZA,70.7%,1998-12-31 00:00:00,RECLASSIFICAR: Alta similaridade (70.7%) com consumível 'MESA P/SOLDA C/ARMÁRIO DC-1121 CINZA...'. Forte indicação de má classificação.
1.06 VILA LEOPOLDINA,648044,MESA P/SOLDA ELETRICA C/ARMARIO DC 1121,MESA P/SOLDA C/ARMÁRIO DC-1121 CINZA,70.7%,1998-12-31 00:00:00,RECLASSIFICAR: Alta similaridade (70.7%) com consumível 'MESA P/SOLDA C/ARMÁRIO DC-1121 CINZA...'. Forte indicação de má classificação.
1.06 VILA LEOPOLDINA,648046,MESA PARA SOLDA OXIACETILENICA DC 886,MAÇARICO P/SOLDA OXIACETILÊNICA,50.1%,1998-12-31 00:00:00,AVALIAR: Similaridade moderada (50.1%) com consumível 'MAÇARICO P/SOLDA OXIACETILÊNICA...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,614493,MESA PARA IMPRESSORA SECURIT,MESA AQUECIDA PARA IMPRESSORA,56.1%,1995-06-30 00:00:00,AVALIAR: Similaridade moderada (56.1%) com consumível 'MESA AQUECIDA PARA IMPRESSORA...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,614478,BANCADA INDUSTRIAL SECURIT,BANCADA INDUSTRIAL 1200MM DC-1736,48.3%,1995-06-30 00:00:00,AVALIAR: Similaridade moderada (48.3%) com consumível 'BANCADA INDUSTRIAL 1200MM DC-1736...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,612296,QUADRO BRANCO MAGNETICO MOPPY,QUADRO MAGNÉTICO BRANCO 40X60CM,60.0%,1995-05-31 00:00:00,RECLASSIFICAR: Alta similaridade (60.0%) com consumível 'QUADRO MAGNÉTICO BRANCO 40X60CM...'. Forte indicação de má classificação.
1.06 VILA LEOPOLDINA,613960,MESA DE 2 PLANOS FIEL MODELO 518200,MESA MODELO (E) DC-2036,38.3%,1995-06-30 00:00:00,MANTER: Baixa similaridade (38.3%) com consumível 'MESA MODELO (E) DC-2036...'. Provavelmente corretamente classificado.
1.06 VILA LEOPOLDINA,613971,MESA DE 2 PLANOS FIEL MODELO 518200,MESA MODELO (E) DC-2036,38.3%,1995-06-30 00:00:00,MANTER: Baixa similaridade (38.3%) com consumível 'MESA MODELO (E) DC-2036...'. Provavelmente corretamente classificado.
1.06 VILA LEOPOLDINA,613978,MESA DE 2 PLANOS FIEL MODELO 518200,MESA MODELO (E) DC-2036,38.3%,1995-06-30 00:00:00,MANTER: Baixa similaridade (38.3%) com consumível 'MESA MODELO (E) DC-2036...'. Provavelmente corretamente classificado.
1.06 VILA LEOPOLDINA,614473,ESTANTE P/ BIBLIOTECA SIMPLES FACE SECUR,"ESTANTE 2,00 M X 90 CM (SIMPLES)",43.7%,1995-06-30 00:00:00,"AVALIAR: Similaridade moderada (43.7%) com consumível 'ESTANTE 2,00 M X 90 CM (SIMPLES)...'. Possível reclassificação."
1.06 VILA LEOPOLDINA,614480,MESA PARA RETROPROJETOR SECURIT,MESA PARA GERENTE - SEDE,33.2%,1995-06-30 00:00:00,MANTER: Baixa similaridade (33.2%) com consumível 'MESA PARA GERENTE - SEDE...'. Provavelmente corretamente classificado.
1.06 VILA LEOPOLDINA,615193,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,613968,MESA DE 2 PLANOS FIEL MODELO 518200,MESA MODELO (E) DC-2036,38.3%,1995-06-30 00:00:00,MANTER: Baixa similaridade (38.3%) com consumível 'MESA MODELO (E) DC-2036...'. Provavelmente corretamente classificado.
1.06 VILA LEOPOLDINA,612292,QUADRO BRANCO MAGNETICO MOPPY,QUADRO MAGNÉTICO BRANCO 40X60CM,60.0%,1995-05-31 00:00:00,RECLASSIFICAR: Alta similaridade (60.0%) com consumível 'QUADRO MAGNÉTICO BRANCO 40X60CM...'. Forte indicação de má classificação.
1.06 VILA LEOPOLDINA,612295,QUADRO BRANCO MAGNETICO MOPPY,QUADRO MAGNÉTICO BRANCO 40X60CM,60.0%,1995-05-31 00:00:00,RECLASSIFICAR: Alta similaridade (60.0%) com consumível 'QUADRO MAGNÉTICO BRANCO 40X60CM...'. Forte indicação de má classificação.
1.06 VILA LEOPOLDINA,612297,QUADRO BRANCO MAGNETICO MOPPY,QUADRO MAGNÉTICO BRANCO 40X60CM,60.0%,1995-05-31 00:00:00,RECLASSIFICAR: Alta similaridade (60.0%) com consumível 'QUADRO MAGNÉTICO BRANCO 40X60CM...'. Forte indicação de má classificação.
1.06 VILA LEOPOLDINA,614479,MESA PARA RETROPROJETOR SECURIT,MESA PARA GERENTE - SEDE,33.2%,1995-06-30 00:00:00,MANTER: Baixa similaridade (33.2%) com consumível 'MESA PARA GERENTE - SEDE...'. Provavelmente corretamente classificado.
1.06 VILA LEOPOLDINA,614486,MESA PARA IMPRESSORA SECURIT,MESA AQUECIDA PARA IMPRESSORA,56.1%,1995-06-30 00:00:00,AVALIAR: Similaridade moderada (56.1%) com consumível 'MESA AQUECIDA PARA IMPRESSORA...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,614490,MESA PARA IMPRESSORA SECURIT,MESA AQUECIDA PARA IMPRESSORA,56.1%,1995-06-30 00:00:00,AVALIAR: Similaridade moderada (56.1%) com consumível 'MESA AQUECIDA PARA IMPRESSORA...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615206,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615208,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615211,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615213,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615230,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615236,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615249,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615255,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615256,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615259,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615260,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615276,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,595615,MESA P/IMPRESSORA SECURIT,MESA AQUECIDA PARA IMPRESSORA,53.9%,1994-02-28 00:00:00,AVALIAR: Similaridade moderada (53.9%) com consumível 'MESA AQUECIDA PARA IMPRESSORA...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,614301,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-06-30 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,614491,MESA PARA IMPRESSORA SECURIT,MESA AQUECIDA PARA IMPRESSORA,56.1%,1995-06-30 00:00:00,AVALIAR: Similaridade moderada (56.1%) com consumível 'MESA AQUECIDA PARA IMPRESSORA...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615192,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615221,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615224,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615228,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615233,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615237,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615244,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615250,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615251,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615258,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615275,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,613961,MESA DE 2 PLANOS FIEL MODELO 518200,MESA MODELO (E) DC-2036,38.3%,1995-06-30 00:00:00,MANTER: Baixa similaridade (38.3%) com consumível 'MESA MODELO (E) DC-2036...'. Provavelmente corretamente classificado.
1.06 VILA LEOPOLDINA,613962,MESA DE 2 PLANOS FIEL MODELO 518200,MESA MODELO (E) DC-2036,38.3%,1995-06-30 00:00:00,MANTER: Baixa similaridade (38.3%) com consumível 'MESA MODELO (E) DC-2036...'. Provavelmente corretamente classificado.
1.06 VILA LEOPOLDINA,614482,MESA PARA RETROPROJETOR SECURIT,MESA PARA GERENTE - SEDE,33.2%,1995-06-30 00:00:00,MANTER: Baixa similaridade (33.2%) com consumível 'MESA PARA GERENTE - SEDE...'. Provavelmente corretamente classificado.
1.06 VILA LEOPOLDINA,614485,MESA PARA RETROPROJETOR SECURIT,MESA PARA GERENTE - SEDE,33.2%,1995-06-30 00:00:00,MANTER: Baixa similaridade (33.2%) com consumível 'MESA PARA GERENTE - SEDE...'. Provavelmente corretamente classificado.
1.06 VILA LEOPOLDINA,612299,QUADRO BRANCO MAGNETICO MOPPY,QUADRO MAGNÉTICO BRANCO 40X60CM,60.0%,1995-05-31 00:00:00,RECLASSIFICAR: Alta similaridade (60.0%) com consumível 'QUADRO MAGNÉTICO BRANCO 40X60CM...'. Forte indicação de má classificação.
1.06 VILA LEOPOLDINA,613975,MESA DE 2 PLANOS FIEL MODELO 518200,MESA MODELO (E) DC-2036,38.3%,1995-06-30 00:00:00,MANTER: Baixa similaridade (38.3%) com consumível 'MESA MODELO (E) DC-2036...'. Provavelmente corretamente classificado.
1.06 VILA LEOPOLDINA,614298,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-06-30 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,614299,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-06-30 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615223,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615252,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615254,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615261,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615263,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615264,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615265,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615267,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615268,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615269,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615272,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615274,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,613967,MESA DE 2 PLANOS FIEL MODELO 518200,MESA MODELO (E) DC-2036,38.3%,1995-06-30 00:00:00,MANTER: Baixa similaridade (38.3%) com consumível 'MESA MODELO (E) DC-2036...'. Provavelmente corretamente classificado.
1.06 VILA LEOPOLDINA,613951,MESA DE 2 PLANOS FIEL MODELO 518200,MESA MODELO (E) DC-2036,38.3%,1995-06-30 00:00:00,MANTER: Baixa similaridade (38.3%) com consumível 'MESA MODELO (E) DC-2036...'. Provavelmente corretamente classificado.
1.06 VILA LEOPOLDINA,613959,MESA DE 2 PLANOS FIEL MODELO 518200,MESA MODELO (E) DC-2036,38.3%,1995-06-30 00:00:00,MANTER: Baixa similaridade (38.3%) com consumível 'MESA MODELO (E) DC-2036...'. Provavelmente corretamente classificado.
1.06 VILA LEOPOLDINA,613972,MESA DE 2 PLANOS FIEL MODELO 518200,MESA MODELO (E) DC-2036,38.3%,1995-06-30 00:00:00,MANTER: Baixa similaridade (38.3%) com consumível 'MESA MODELO (E) DC-2036...'. Provavelmente corretamente classificado.
1.06 VILA LEOPOLDINA,615196,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615212,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615215,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615239,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615245,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615253,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615266,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,615271,MESA TRAPEZOIDAL DPC-71,MESA TRAPEZOIDAL MAIOR,57.7%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (57.7%) com consumível 'MESA TRAPEZOIDAL MAIOR...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,373551,PORTA CONECTORES MOVEL DC 883,PORTA COSSINETE M6,31.9%,1980-07-31 00:00:00,MANTER: Baixa similaridade (31.9%) com consumível 'PORTA COSSINETE M6...'. Provavelmente corretamente classificado.
1.06 VILA LEOPOLDINA,373552,PORTA CONECTORES MOVEL DC 883,PORTA COSSINETE M6,31.9%,1980-07-31 00:00:00,MANTER: Baixa similaridade (31.9%) com consumível 'PORTA COSSINETE M6...'. Provavelmente corretamente classificado.
1.06 VILA LEOPOLDINA,548615,ARMARIO P/EQUIP.COM.ELETRICOS DC 915,ARMÁRIO COM NICHOS,31.8%,1991-11-30 00:00:00,MANTER: Baixa similaridade (31.8%) com consumível 'ARMÁRIO COM NICHOS...'. Provavelmente corretamente classificado.
1.06 VILA LEOPOLDINA,617786,ARMARIO PARA EQUIPAMENTOS DC-915,ARMÁRIO DE EMBUTIR EQUIPAMENTOS DC 2116,50.8%,1995-09-30 00:00:00,AVALIAR: Similaridade moderada (50.8%) com consumível 'ARMÁRIO DE EMBUTIR EQUIPAMENTOS DC 2116...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,617787,ARMARIO PARA EQUIPAMENTOS DC-915,ARMÁRIO DE EMBUTIR EQUIPAMENTOS DC 2116,50.8%,1995-09-30 00:00:00,AVALIAR: Similaridade moderada (50.8%) com consumível 'ARMÁRIO DE EMBUTIR EQUIPAMENTOS DC 2116...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,645735,ARMARIO P/EQUIP.COMANDOS ELETRICOS DC915,ARMÁRIO P/COPA SERVIÇOS,29.0%,1998-09-30 00:00:00,MANTER: Similaridade muito baixa (29.0%). Mantém como patrimônio.
1.06 VILA LEOPOLDINA,645736,ARMARIO P/EQUIP.COMANDOS ELETRICOS DC915,ARMÁRIO P/COPA SERVIÇOS,29.0%,1998-09-30 00:00:00,MANTER: Similaridade muito baixa (29.0%). Mantém como patrimônio.
1.06 VILA LEOPOLDINA,500698,ESTANTE MOVEL C/RODAS SECURIT,ESTANTE MÓVEL ACERVO BIBLIOTECA CFP-7.92,36.5%,1988-11-30 00:00:00,MANTER: Baixa similaridade (36.5%) com consumível 'ESTANTE MÓVEL ACERVO BIBLIOTECA CFP-7.92...'. Provavelmente corretamente classificado.
1.06 VILA LEOPOLDINA,595614,MESA P/IMPRESSORA SECURIT,MESA AQUECIDA PARA IMPRESSORA,53.9%,1994-02-28 00:00:00,AVALIAR: Similaridade moderada (53.9%) com consumível 'MESA AQUECIDA PARA IMPRESSORA...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,613871,BANCADA MOVEL DE ACO SECURIT,BANCADA DE AÇO INOX,48.4%,1995-06-30 00:00:00,AVALIAR: Similaridade moderada (48.4%) com consumível 'BANCADA DE AÇO INOX...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,614483,MESA PARA RETROPROJETOR SECURIT,MESA PARA GERENTE - SEDE,33.2%,1995-06-30 00:00:00,MANTER: Baixa similaridade (33.2%) com consumível 'MESA PARA GERENTE - SEDE...'. Provavelmente corretamente classificado.
1.06 VILA LEOPOLDINA,616803,BALCAO TIPO 1 ENVERNIZADO DC-866,"BALCÃO 1,2X0,5m GRANITO TIPO STA.CECILIA",30.8%,1995-08-31 00:00:00,"MANTER: Baixa similaridade (30.8%) com consumível 'BALCÃO 1,2X0,5m GRANITO TIPO STA.CECILIA...'. Provavelmente corretamente classificado."
1.06 VILA LEOPOLDINA,594929,ARMARIO COM PRATELEIRAS FIEL,ARMÁRIO COM NICHOS,35.8%,1994-01-31 00:00:00,MANTER: Baixa similaridade (35.8%) com consumível 'ARMÁRIO COM NICHOS...'. Provavelmente corretamente classificado.
1.06 VILA LEOPOLDINA,612294,QUADRO BRANCO MAGNETICO MOPPY,QUADRO MAGNÉTICO BRANCO 40X60CM,60.0%,1995-05-31 00:00:00,RECLASSIFICAR: Alta similaridade (60.0%) com consumível 'QUADRO MAGNÉTICO BRANCO 40X60CM...'. Forte indicação de má classificação.
1.06 VILA LEOPOLDINA,614489,MESA PARA IMPRESSORA SECURIT,MESA AQUECIDA PARA IMPRESSORA,56.1%,1995-06-30 00:00:00,AVALIAR: Similaridade moderada (56.1%) com consumível 'MESA AQUECIDA PARA IMPRESSORA...'. Possível reclassificação.
1.07 BRÁS,215500,COFRE DE ACO MOD 4P M 37171,COFRE DE AÇO C/CÂMARA,45.5%,1970-07-31 00:00:00,AVALIAR: Similaridade moderada (45.5%) com consumível 'COFRE DE AÇO C/CÂMARA...'. Possível reclassificação.
1.07 BRÁS,3497,ARQUIVO DE ACO,BARREIRA DE AÇO,44.0%,1952-01-01 00:00:00,AVALIAR: Similaridade moderada (44.0%) com consumível 'BARREIRA DE AÇO...'. Possível reclassificação.
1.07 BRÁS,4384,ARQUIVO DE ACO NEVE,"BUJÃO DE AÇO 2""",35.7%,1948-01-01 00:00:00,"MANTER: Baixa similaridade (35.7%) com consumível 'BUJÃO DE AÇO 2""...'. Provavelmente corretamente classificado."
1.07 BRÁS,446637,MESA DE DESENHO CHIARANTANO 88CM,MESA DE REUNIÃO C/ 3m,31.3%,1983-04-30 00:00:00,MANTER: Baixa similaridade (31.3%) com consumível 'MESA DE REUNIÃO C/ 3m...'. Provavelmente corretamente classificado.
